day,dayofweek,dayofyear,hour,month,quarter,week,weekday,weekofyear,year,battery,damage,narcotics,theft,other,burglary,Latitude,Longitude
0.0,3.0,10.0,0,3.0,1.0,10,3,10.0,2018.0,0,0,0,1,0,0.0,41.915729613,-87.746056778
0.0,2.0,37.0,0,9.0,3.0,37,2,37.0,2018.0,0,1,0,0,0,0.0,42.022062685,-87.67484904
0.0,3.0,13.0,0,3.0,1.0,13,3,13.0,2018.0,0,0,1,0,0,0.0,41.879494129,-87.74595537299999
0.0,2.0,38.0,0,9.0,3.0,38,2,38.0,2018.0,1,0,0,0,0,0.0,41.854147937,-87.724824383
0.0,2.0,30.0,0,7.0,3.0,30,2,30.0,2018.0,0,0,0,1,0,0.0,41.885481891,-87.627935689
0.0,3.0,50.0,0,12.0,4.0,50,3,50.0,2018.0,1,0,0,0,0,0.0,41.770577359,-87.649841973
0.0,4.0,30.0,0,7.0,3.0,30,4,30.0,2018.0,0,1,0,0,0,0.0,42.016514304,-87.703767975
0.0,4.0,20.0,0,5.0,2.0,20,4,20.0,2018.0,1,0,0,0,0,0.0,41.741640153,-87.590393388
0.0,3.0,36.0,0,9.0,3.0,36,3,36.0,2018.0,0,0,1,0,0,0.0,41.757489719,-87.55614733
0.0,4.0,40.0,0,10.0,4.0,40,4,40.0,2018.0,1,0,0,0,0,0.0,42.020095452,-87.668245093
0.0,3.0,24.0,0,6.0,2.0,24,3,24.0,2018.0,1,0,0,0,0,0.0,41.776925072,-87.716294102
0.0,3.0,10.0,0,3.0,1.0,10,3,10.0,2018.0,0,1,0,0,0,0.0,41.928421691,-87.774655798
0.0,4.0,1.0,0,1.0,1.0,1,4,1.0,2018.0,0,0,0,1,0,0.0,41.983131590999996,-87.697362519
0.0,1.0,37.0,0,9.0,3.0,37,1,37.0,2018.0,0,0,1,0,0,0.0,41.749899475,-87.663426378
0.0,4.0,32.0,0,8.0,3.0,32,4,32.0,2018.0,1,0,0,0,0,0.0,41.987819537,-87.655317304
0.0,5.0,49.0,0,12.0,4.0,49,5,49.0,2018.0,0,0,0,1,0,0.0,41.953711006,-87.791533571
0.0,5.0,41.0,0,10.0,4.0,41,5,41.0,2018.0,0,0,0,1,0,0.0,41.882612816,-87.616638417
0.0,2.0,43.0,0,10.0,4.0,43,2,43.0,2018.0,0,1,0,0,0,0.0,41.675989111,-87.616534181
0.0,2.0,21.0,0,5.0,2.0,21,2,21.0,2018.0,1,0,0,0,0,0.0,41.77019486,-87.623422859
0.0,6.0,35.0,0,9.0,3.0,35,6,35.0,2018.0,0,0,0,1,0,0.0,41.856150768,-87.70285814100002
0.0,5.0,37.0,0,9.0,3.0,37,5,37.0,2018.0,1,0,0,0,0,0.0,41.828737743000005,-87.617096571
0.0,0.0,22.0,0,5.0,2.0,22,0,22.0,2018.0,0,0,0,1,0,0.0,41.7920523,-87.62774354700001
0.0,3.0,49.0,0,12.0,4.0,49,3,49.0,2018.0,0,0,0,1,0,0.0,41.756496183,-87.55289378
0.0,0.0,19.0,0,5.0,2.0,19,0,19.0,2018.0,1,0,0,0,0,0.0,41.809726888,-87.67465860200001
0.0,3.0,32.0,0,8.0,3.0,32,3,32.0,2018.0,0,0,0,1,0,0.0,41.973923557,-87.65775209799999
0.0,0.0,15.0,0,4.0,2.0,15,0,15.0,2018.0,0,0,0,1,0,0.0,41.964618881,-87.656975296
0.0,3.0,46.0,0,11.0,4.0,46,3,46.0,2018.0,0,1,0,0,0,0.0,41.922961256,-87.696240713
0.0,2.0,13.0,0,3.0,1.0,13,2,13.0,2018.0,0,0,0,0,0,1.0,41.922724826,-87.758563238
0.0,3.0,4.0,0,1.0,1.0,4,3,4.0,2018.0,0,0,0,1,0,0.0,41.806935033,-87.653306961
0.0,3.0,28.0,0,7.0,3.0,28,3,28.0,2018.0,0,1,0,0,0,0.0,41.890587337,-87.723501724
0.0,2.0,44.0,0,10.0,4.0,44,2,44.0,2018.0,1,0,0,0,0,0.0,41.870927379,-87.726060463
0.0,4.0,7.0,0,2.0,1.0,7,4,7.0,2018.0,0,0,0,0,1,0.0,41.756366266,-87.55275608299999
0.0,0.0,27.0,0,7.0,3.0,27,0,27.0,2018.0,0,0,0,0,1,0.0,41.877460016,-87.76325785
0.0,5.0,37.0,0,9.0,3.0,37,5,37.0,2018.0,0,0,1,0,0,0.0,41.894327066,-87.712620049
0.0,3.0,6.0,0,2.0,1.0,6,3,6.0,2018.0,1,0,0,0,0,0.0,41.933592968,-87.73039844700001
0.0,2.0,50.0,0,12.0,4.0,50,2,50.0,2018.0,0,0,0,1,0,0.0,41.821066995,-87.62854772899998
0.0,3.0,3.0,0,1.0,1.0,3,3,3.0,2018.0,0,0,0,1,0,0.0,41.884416383,-87.707339679
0.0,4.0,34.0,0,8.0,3.0,34,4,34.0,2018.0,0,0,0,1,0,0.0,41.882394061999996,-87.627844798
0.0,6.0,49.0,0,12.0,4.0,49,6,49.0,2018.0,0,1,0,0,0,0.0,41.886032227,-87.756497813
0.0,1.0,30.0,0,7.0,3.0,30,1,30.0,2018.0,0,1,0,0,0,0.0,41.968585685,-87.692134876
0.0,0.0,26.0,0,6.0,2.0,26,0,26.0,2018.0,0,0,0,0,1,0.0,41.872844611,-87.699466704
0.0,2.0,18.0,0,5.0,2.0,18,2,18.0,2018.0,0,0,0,1,0,0.0,41.886625743,-87.66031789600002
0.0,3.0,3.0,0,1.0,1.0,3,3,3.0,2018.0,0,0,0,1,0,0.0,41.974204579,-87.73934536899998
0.0,3.0,36.0,0,9.0,3.0,36,3,36.0,2018.0,0,0,1,0,0,0.0,41.752865121999996,-87.563825944
0.0,1.0,30.0,0,7.0,3.0,30,1,30.0,2018.0,0,0,0,0,1,0.0,41.886746513,-87.757747375
0.0,4.0,24.0,0,6.0,2.0,24,4,24.0,2018.0,0,0,0,1,0,0.0,41.896157917,-87.684404601
0.0,4.0,33.0,0,8.0,3.0,33,4,33.0,2018.0,0,0,0,1,0,0.0,41.887856357,-87.626264274
0.0,5.0,36.0,0,9.0,3.0,36,5,36.0,2018.0,0,0,0,1,0,0.0,41.86821682,-87.6304532
0.0,0.0,28.0,0,7.0,3.0,28,0,28.0,2018.0,0,0,0,1,0,0.0,41.914420198,-87.68527041799999
0.0,3.0,48.0,0,11.0,4.0,48,3,48.0,2018.0,1,0,0,0,0,0.0,41.882755841999995,-87.630903466
0.0,6.0,24.0,0,6.0,2.0,24,6,24.0,2018.0,0,0,0,0,1,0.0,41.69308427,-87.65741101200001
0.0,6.0,1.0,0,1.0,1.0,1,6,1.0,2018.0,1,0,0,0,0,0.0,41.907606608,-87.716727166
0.0,1.0,19.0,0,5.0,2.0,19,1,19.0,2018.0,0,0,0,1,0,0.0,41.91051123,-87.67589024799999
0.0,5.0,52.0,0,12.0,4.0,52,5,52.0,2018.0,0,0,0,1,0,0.0,41.899410159,-87.624131266
0.0,1.0,35.0,0,8.0,3.0,35,1,35.0,2018.0,0,1,0,0,0,0.0,41.78068708,-87.664249949
0.0,6.0,28.0,0,7.0,3.0,28,6,28.0,2018.0,1,0,0,0,0,0.0,41.89132039,-87.642173067
0.0,5.0,42.0,0,10.0,4.0,42,5,42.0,2018.0,0,0,0,1,0,0.0,41.97486657,-87.898760599
0.0,4.0,19.0,0,5.0,2.0,19,4,19.0,2018.0,0,0,0,0,1,0.0,41.688064408,-87.62231290000003
0.0,4.0,44.0,0,11.0,4.0,44,4,44.0,2018.0,1,0,0,0,0,0.0,41.878856009,-87.72667207100002
0.0,6.0,14.0,0,4.0,2.0,14,6,14.0,2018.0,1,0,0,0,0,0.0,41.694013655,-87.655852474
0.0,2.0,41.0,0,10.0,4.0,41,2,41.0,2018.0,0,0,0,1,0,0.0,41.961867921999996,-87.648430138
0.0,6.0,14.0,0,4.0,2.0,14,6,14.0,2018.0,0,0,0,1,0,0.0,41.699376698,-87.646249905
0.0,4.0,37.0,0,9.0,3.0,37,4,37.0,2018.0,0,0,0,0,1,0.0,41.903559482,-87.72767254799999
0.0,2.0,43.0,0,10.0,4.0,43,2,43.0,2018.0,0,0,0,0,0,1.0,41.935968171,-87.735925777
0.0,6.0,43.0,0,10.0,4.0,43,6,43.0,2018.0,1,0,0,0,0,0.0,41.870500137,-87.72778279
0.0,5.0,45.0,0,11.0,4.0,45,5,45.0,2018.0,0,0,0,1,0,0.0,41.767093632,-87.582808849
0.0,5.0,28.0,0,7.0,3.0,28,5,28.0,2018.0,1,0,0,0,0,0.0,41.750133945,-87.662221927
0.0,4.0,17.0,0,4.0,2.0,17,4,17.0,2018.0,0,0,0,0,1,0.0,41.884237831,-87.66825315
0.0,4.0,36.0,0,9.0,3.0,36,4,36.0,2018.0,1,0,0,0,0,0.0,41.751452878,-87.62456758100002
0.0,5.0,31.0,0,8.0,3.0,31,5,31.0,2018.0,1,0,0,0,0,0.0,41.893815214,-87.77375277899998
0.0,5.0,40.0,0,10.0,4.0,40,5,40.0,2018.0,1,0,0,0,0,0.0,41.829462872,-87.67403436200001
0.0,2.0,30.0,0,7.0,3.0,30,2,30.0,2018.0,1,0,0,0,0,0.0,41.654704673000005,-87.610509241
0.0,5.0,4.0,0,1.0,1.0,4,5,4.0,2018.0,0,0,0,0,1,0.0,41.923270095,-87.69010846299999
0.0,2.0,50.0,0,12.0,4.0,50,2,50.0,2018.0,0,0,0,1,0,0.0,41.928235818000005,-87.682084152
0.0,6.0,19.0,0,5.0,2.0,19,6,19.0,2018.0,0,0,1,0,0,0.0,41.760107710999996,-87.653981184
0.0,1.0,22.0,0,5.0,2.0,22,1,22.0,2018.0,0,0,0,1,0,0.0,41.875367424000004,-87.627620993
0.0,0.0,45.0,0,11.0,4.0,45,0,45.0,2018.0,0,0,0,1,0,0.0,41.942726879,-87.79465901799999
0.0,3.0,30.0,0,7.0,3.0,30,3,30.0,2018.0,1,0,0,0,0,0.0,42.018563914,-87.665832222
0.0,0.0,3.0,0,1.0,1.0,3,0,3.0,2018.0,0,0,0,1,0,0.0,41.885433264,-87.62449519299999
0.0,1.0,44.0,0,10.0,4.0,44,1,44.0,2018.0,0,0,0,0,0,1.0,41.940175866,-87.72562071799999
0.0,0.0,45.0,0,11.0,4.0,45,0,45.0,2018.0,1,0,0,0,0,0.0,41.892297612,-87.744119215
0.0,5.0,41.0,0,10.0,4.0,41,5,41.0,2018.0,0,0,0,1,0,0.0,41.891694878,-87.62615583200001
0.0,2.0,17.0,0,4.0,2.0,17,2,17.0,2018.0,0,0,0,1,0,0.0,41.895896023,-87.677913394
0.0,0.0,15.0,0,4.0,2.0,15,0,15.0,2018.0,0,1,0,0,0,0.0,41.893727569,-87.745766213
0.0,6.0,50.0,0,12.0,4.0,50,6,50.0,2018.0,1,0,0,0,0,0.0,41.809860998000005,-87.64556572299999
0.0,2.0,18.0,0,5.0,2.0,18,2,18.0,2018.0,0,0,0,1,0,0.0,41.749941059,-87.68941940100002
0.0,4.0,49.0,0,12.0,4.0,49,4,49.0,2018.0,1,0,0,0,0,0.0,41.985336785,-87.77920120700001
0.0,0.0,39.0,0,9.0,3.0,39,0,39.0,2018.0,0,0,0,1,0,0.0,41.793395687,-87.585879509
0.0,2.0,18.0,0,5.0,2.0,18,2,18.0,2018.0,1,0,0,0,0,0.0,41.830611847,-87.623247369
0.0,5.0,27.0,0,7.0,3.0,27,5,27.0,2018.0,0,1,0,0,0,0.0,41.732625525,-87.56953009600002
0.0,3.0,20.0,0,5.0,2.0,20,3,20.0,2018.0,0,0,0,1,0,0.0,41.899945921,-87.627798561
0.0,3.0,27.0,0,7.0,3.0,27,3,27.0,2018.0,0,1,0,0,0,0.0,41.749517088000005,-87.55770569
0.0,4.0,17.0,0,4.0,2.0,17,4,17.0,2018.0,0,0,0,1,0,0.0,41.917048017,-87.656529894
0.0,2.0,21.0,0,5.0,2.0,21,2,21.0,2018.0,0,0,0,1,0,0.0,41.879235852,-87.624347038
0.0,5.0,5.0,0,2.0,1.0,5,5,5.0,2018.0,0,0,0,1,0,0.0,41.854812844,-87.68387936
0.0,4.0,50.0,0,12.0,4.0,50,4,50.0,2018.0,0,0,0,0,1,0.0,41.925438,-87.71457116200001
0.0,3.0,26.0,0,6.0,2.0,26,3,26.0,2018.0,0,0,0,1,0,0.0,41.664247982,-87.63557458
0.0,1.0,42.0,0,10.0,4.0,42,1,42.0,2018.0,0,0,0,1,0,0.0,41.885741029,-87.63171174899998
0.0,4.0,30.0,0,7.0,3.0,30,4,30.0,2018.0,0,0,0,1,0,0.0,41.917187237,-87.63532085799999
0.0,6.0,46.0,0,11.0,4.0,46,6,46.0,2018.0,1,0,0,0,0,0.0,41.893661957,-87.712942355
0.0,1.0,40.0,0,10.0,4.0,40,1,40.0,2018.0,1,0,0,0,0,0.0,41.859854251,-87.728650466
0.0,0.0,51.0,0,12.0,4.0,51,0,51.0,2018.0,0,0,0,1,0,0.0,41.768056779,-87.56864441399998
0.0,0.0,23.0,0,6.0,2.0,23,0,23.0,2018.0,0,0,0,1,0,0.0,41.993593501,-87.68237104399998
0.0,6.0,5.0,0,2.0,1.0,5,6,5.0,2018.0,1,0,0,0,0,0.0,41.98365986,-87.778020383
0.0,4.0,7.0,0,2.0,1.0,7,4,7.0,2018.0,0,0,0,1,0,0.0,41.873760261,-87.699795456
0.0,1.0,17.0,0,4.0,2.0,17,1,17.0,2018.0,1,0,0,0,0,0.0,41.873935958000004,-87.755483038
0.0,6.0,50.0,0,12.0,4.0,50,6,50.0,2018.0,0,0,0,0,0,1.0,41.924144841,-87.664535372
0.0,4.0,43.0,0,10.0,4.0,43,4,43.0,2018.0,0,0,0,0,0,1.0,41.854193740999996,-87.66493794200001
0.0,3.0,19.0,0,5.0,2.0,19,3,19.0,2018.0,1,0,0,0,0,0.0,41.778656644,-87.66666881299999
0.0,1.0,49.0,0,12.0,4.0,49,1,49.0,2018.0,0,0,0,1,0,0.0,41.794284284,-87.771696615
0.0,5.0,3.0,0,1.0,1.0,3,5,3.0,2018.0,0,0,0,1,0,0.0,41.891113671999996,-87.625357917
0.0,3.0,13.0,0,3.0,1.0,13,3,13.0,2018.0,0,0,0,1,0,0.0,41.764286295,-87.626523009
0.0,3.0,20.0,0,5.0,2.0,20,3,20.0,2018.0,0,0,0,1,0,0.0,41.808564464,-87.66913916200001
0.0,6.0,12.0,0,3.0,1.0,12,6,12.0,2018.0,1,0,0,0,0,0.0,41.872587691,-87.721414778
0.0,3.0,10.0,0,3.0,1.0,10,3,10.0,2018.0,1,0,0,0,0,0.0,41.869491903000004,-87.71064278799999
0.0,5.0,26.0,0,6.0,2.0,26,5,26.0,2018.0,0,0,0,1,0,0.0,41.81611063,-87.621393611
0.0,3.0,26.0,0,6.0,2.0,26,3,26.0,2018.0,0,0,0,1,0,0.0,41.955646036,-87.75722342
0.0,4.0,23.0,0,6.0,2.0,23,4,23.0,2018.0,0,0,0,0,1,0.0,41.681321625,-87.622764192
0.0,2.0,33.0,0,8.0,3.0,33,2,33.0,2018.0,0,1,0,0,0,0.0,41.865453392,-87.719500335
0.0,4.0,5.0,0,2.0,1.0,5,4,5.0,2018.0,1,0,0,0,0,0.0,41.863459789000004,-87.727529837
0.0,4.0,31.0,0,8.0,3.0,31,4,31.0,2018.0,0,0,0,0,1,0.0,41.965450838,-87.65333731
0.0,5.0,31.0,0,8.0,3.0,31,5,31.0,2018.0,1,0,0,0,0,0.0,41.809433496,-87.701574114
0.0,4.0,7.0,0,2.0,1.0,7,4,7.0,2018.0,1,0,0,0,0,0.0,41.999679670999996,-87.681808677
0.0,6.0,47.0,0,11.0,4.0,47,6,47.0,2018.0,0,0,1,0,0,0.0,41.946221444,-87.708253555
0.0,3.0,39.0,0,9.0,3.0,39,3,39.0,2018.0,0,0,0,0,1,0.0,41.72232425,-87.54968830700001
0.0,0.0,19.0,0,5.0,2.0,19,0,19.0,2018.0,0,0,0,0,1,0.0,41.707246223,-87.61816468399998
0.0,6.0,7.0,0,2.0,1.0,7,6,7.0,2018.0,1,0,0,0,0,0.0,41.918872915,-87.77432757
0.0,3.0,1.0,0,1.0,1.0,1,3,1.0,2018.0,0,1,0,0,0,0.0,42.009447639,-87.695742709
0.0,0.0,43.0,0,10.0,4.0,43,0,43.0,2018.0,0,0,0,0,1,0.0,41.704695208000004,-87.605679605
0.0,4.0,37.0,0,9.0,3.0,37,4,37.0,2018.0,0,0,0,1,0,0.0,41.868165405,-87.62743954
0.0,6.0,8.0,0,2.0,1.0,8,6,8.0,2018.0,1,0,0,0,0,0.0,41.895913306,-87.706569951
0.0,0.0,6.0,0,2.0,1.0,6,0,6.0,2018.0,0,0,1,0,0,0.0,41.880104461,-87.749401555
0.0,1.0,7.0,0,2.0,1.0,7,1,7.0,2018.0,1,0,0,0,0,0.0,41.946221444,-87.708253555
0.0,4.0,12.0,0,3.0,1.0,12,4,12.0,2018.0,0,0,1,0,0,0.0,41.886604704,-87.76508991600002
0.0,6.0,47.0,0,11.0,4.0,47,6,47.0,2018.0,1,0,0,0,0,0.0,41.755633716999995,-87.644173224
0.0,3.0,5.0,0,2.0,1.0,5,3,5.0,2018.0,0,0,0,0,1,0.0,41.794679324,-87.71706998200001
0.0,5.0,3.0,0,1.0,1.0,3,5,3.0,2018.0,0,0,0,0,1,0.0,41.718473508,-87.67228735
0.0,4.0,10.0,0,3.0,1.0,10,4,10.0,2018.0,0,0,0,1,0,0.0,41.712261024,-87.620079533
0.0,3.0,45.0,0,11.0,4.0,45,3,45.0,2018.0,0,0,0,0,1,0.0,41.994936091,-87.689791988
0.0,4.0,35.0,0,8.0,3.0,35,4,35.0,2018.0,0,0,0,1,0,0.0,41.922786529,-87.645045119
0.0,3.0,31.0,0,8.0,3.0,31,3,31.0,2018.0,0,0,1,0,0,0.0,41.901816778000004,-87.72505523299999
0.0,2.0,13.0,0,3.0,1.0,13,2,13.0,2018.0,0,0,0,1,0,0.0,41.90971226,-87.73926766
0.0,6.0,10.0,0,3.0,1.0,10,6,10.0,2018.0,0,1,0,0,0,0.0,41.906054951,-87.62875255600002
0.0,4.0,31.0,0,8.0,3.0,31,4,31.0,2018.0,1,0,0,0,0,0.0,41.85342236,-87.730340785
0.0,4.0,37.0,0,9.0,3.0,37,4,37.0,2018.0,0,0,0,1,0,0.0,41.864326956,-87.69214238200001
0.0,4.0,16.0,0,4.0,2.0,16,4,16.0,2018.0,0,1,0,0,0,0.0,41.886817789,-87.63457918600002
0.0,4.0,10.0,0,3.0,1.0,10,4,10.0,2018.0,0,0,0,1,0,0.0,41.980694358,-87.655106025
0.0,6.0,48.0,0,12.0,4.0,48,6,48.0,2018.0,0,1,0,0,0,0.0,41.925174426,-87.666508943
0.0,0.0,45.0,0,11.0,4.0,45,0,45.0,2018.0,1,0,0,0,0,0.0,41.823798151,-87.619756522
0.0,5.0,33.0,0,8.0,3.0,33,5,33.0,2018.0,1,0,0,0,0,0.0,41.804998168000004,-87.619481024
0.0,2.0,30.0,0,7.0,3.0,30,2,30.0,2018.0,1,0,0,0,0,0.0,41.941752835,-87.73274014399998
0.0,1.0,6.0,0,2.0,1.0,6,1,6.0,2018.0,0,0,0,1,0,0.0,41.945238279,-87.712670479
0.0,4.0,12.0,0,3.0,1.0,12,4,12.0,2018.0,0,0,0,0,0,1.0,41.942567168000004,-87.792208683
0.0,0.0,48.0,0,11.0,4.0,48,0,48.0,2018.0,1,0,0,0,0,0.0,41.860066967,-87.720117178
0.0,1.0,5.0,0,1.0,1.0,5,1,5.0,2018.0,1,0,0,0,0,0.0,41.764245206999995,-87.683232026
0.0,1.0,31.0,0,7.0,3.0,31,1,31.0,2018.0,0,0,0,0,0,1.0,41.860676824,-87.705504512
0.0,1.0,49.0,0,12.0,4.0,49,1,49.0,2018.0,0,0,0,1,0,0.0,41.785122107,-87.77585025799999
0.0,4.0,33.0,0,8.0,3.0,33,4,33.0,2018.0,0,0,0,1,0,0.0,41.728083790999996,-87.60461711
0.0,3.0,12.0,0,3.0,1.0,12,3,12.0,2018.0,1,0,0,0,0,0.0,41.807158552,-87.726010176
0.0,4.0,16.0,0,4.0,2.0,16,4,16.0,2018.0,1,0,0,0,0,0.0,41.801513039,-87.617733588
0.0,4.0,8.0,0,2.0,1.0,8,4,8.0,2018.0,0,0,0,0,1,0.0,41.752950248000005,-87.554061838
0.0,5.0,47.0,0,11.0,4.0,47,5,47.0,2018.0,0,1,0,0,0,0.0,41.967531293,-87.70844608
0.0,3.0,9.0,0,3.0,1.0,9,3,9.0,2018.0,1,0,0,0,0,0.0,41.851958985,-87.69123084200001
0.0,0.0,29.0,0,7.0,3.0,29,0,29.0,2018.0,0,0,1,0,0,0.0,41.78674333,-87.664652659
0.0,5.0,44.0,0,11.0,4.0,44,5,44.0,2018.0,0,0,0,1,0,0.0,41.962352234,-87.72052722299999
0.0,5.0,27.0,0,7.0,3.0,27,5,27.0,2018.0,0,1,0,0,0,0.0,41.657507589,-87.613720139
0.0,1.0,1.0,0,1.0,1.0,1,1,1.0,2018.0,0,1,0,0,0,0.0,41.656738591999996,-87.61494361
0.0,6.0,46.0,0,11.0,4.0,46,6,46.0,2018.0,0,0,0,1,0,0.0,41.75050077,-87.610062219
0.0,1.0,7.0,0,2.0,1.0,7,1,7.0,2018.0,1,0,0,0,0,0.0,41.877542413,-87.68709356
0.0,6.0,30.0,0,7.0,3.0,30,6,30.0,2018.0,1,0,0,0,0,0.0,41.947254593000004,-87.65343882299999
0.0,1.0,18.0,0,5.0,2.0,18,1,18.0,2018.0,0,0,0,1,0,0.0,41.820248497,-87.61602087700001
0.0,4.0,32.0,0,8.0,3.0,32,4,32.0,2018.0,0,1,0,0,0,0.0,41.818020399,-87.60041044100002
0.0,3.0,23.0,0,6.0,2.0,23,3,23.0,2018.0,0,0,0,1,0,0.0,41.927062235,-87.71705799600002
0.0,4.0,38.0,0,9.0,3.0,38,4,38.0,2018.0,1,0,0,0,0,0.0,41.871834343,-87.709419434
0.0,5.0,42.0,0,10.0,4.0,42,5,42.0,2018.0,0,0,0,1,0,0.0,41.869645028,-87.72023125
0.0,2.0,14.0,0,4.0,2.0,14,2,14.0,2018.0,1,0,0,0,0,0.0,41.889602962,-87.629598125
0.0,1.0,29.0,0,7.0,3.0,29,1,29.0,2018.0,0,0,0,0,0,1.0,41.805897521,-87.667329116
0.0,5.0,15.0,0,4.0,2.0,15,5,15.0,2018.0,0,0,0,1,0,0.0,41.891990384,-87.61146150200001
0.0,4.0,2.0,0,1.0,1.0,2,4,2.0,2018.0,0,0,0,1,0,0.0,41.854727362,-87.691617935
0.0,2.0,13.0,0,3.0,1.0,13,2,13.0,2018.0,0,1,0,0,0,0.0,41.808448594,-87.68052215
0.0,5.0,32.0,0,8.0,3.0,32,5,32.0,2018.0,0,1,0,0,0,0.0,41.785367808000004,-87.70088642299999
0.0,1.0,2.0,0,1.0,1.0,2,1,2.0,2018.0,0,1,0,0,0,0.0,41.85158772,-87.721758119
0.0,3.0,21.0,0,5.0,2.0,21,3,21.0,2018.0,0,1,0,0,0,0.0,41.743570744,-87.62984658100002
0.0,6.0,24.0,0,6.0,2.0,24,6,24.0,2018.0,0,0,0,1,0,0.0,41.81587185,-87.621388919
0.0,3.0,31.0,0,8.0,3.0,31,3,31.0,2018.0,0,0,0,1,0,0.0,41.784068393000005,-87.605189831
0.0,2.0,50.0,0,12.0,4.0,50,2,50.0,2018.0,0,0,0,1,0,0.0,41.88633657,-87.712249363
0.0,0.0,10.0,0,3.0,1.0,10,0,10.0,2018.0,0,0,1,0,0,0.0,41.772016903,-87.64458443
0.0,1.0,5.0,0,1.0,1.0,5,1,5.0,2018.0,0,0,1,0,0,0.0,41.875473796,-87.709020526
0.0,2.0,19.0,0,5.0,2.0,19,2,19.0,2018.0,0,0,0,1,0,0.0,41.794007453,-87.62082782799999
0.0,3.0,19.0,0,5.0,2.0,19,3,19.0,2018.0,0,1,0,0,0,0.0,41.931051795,-87.71338867899998
0.0,5.0,4.0,0,1.0,1.0,4,5,4.0,2018.0,0,0,0,0,0,1.0,41.877756484,-87.720642095
0.0,0.0,16.0,0,4.0,2.0,16,0,16.0,2018.0,0,0,0,0,0,1.0,41.910007353000005,-87.715620289
0.0,3.0,3.0,0,1.0,1.0,3,3,3.0,2018.0,0,0,1,0,0,0.0,41.874055653,-87.746078605
0.0,1.0,8.0,0,2.0,1.0,8,1,8.0,2018.0,0,0,0,1,0,0.0,41.901073698000005,-87.63136393
0.0,0.0,3.0,0,1.0,1.0,3,0,3.0,2018.0,0,0,0,0,0,1.0,41.911799841,-87.718270266
0.0,4.0,16.0,0,4.0,2.0,16,4,16.0,2018.0,0,0,0,1,0,0.0,41.980160866999995,-87.798804856
0.0,6.0,34.0,0,8.0,3.0,34,6,34.0,2018.0,1,0,0,0,0,0.0,41.775452714000004,-87.691492266
0.0,6.0,38.0,0,9.0,3.0,38,6,38.0,2018.0,1,0,0,0,0,0.0,41.87177688,-87.714013186
0.0,1.0,44.0,0,10.0,4.0,44,1,44.0,2018.0,1,0,0,0,0,0.0,41.754691074,-87.557038686
0.0,6.0,38.0,0,9.0,3.0,38,6,38.0,2018.0,0,0,0,0,0,1.0,41.775417555,-87.63331142
0.0,1.0,22.0,0,5.0,2.0,22,1,22.0,2018.0,0,1,0,0,0,0.0,41.688421104,-87.62898693700001
0.0,1.0,2.0,0,1.0,1.0,2,1,2.0,2018.0,1,0,0,0,0,0.0,41.776037752,-87.615520212
0.0,3.0,37.0,0,9.0,3.0,37,3,37.0,2018.0,0,0,0,0,0,1.0,41.791811947,-87.697009349
0.0,4.0,10.0,0,3.0,1.0,10,4,10.0,2018.0,0,1,0,0,0,0.0,41.933620190999996,-87.72827027
0.0,0.0,31.0,0,7.0,3.0,31,0,31.0,2018.0,0,0,0,0,0,1.0,41.766249377,-87.645665154
0.0,0.0,39.0,0,9.0,3.0,39,0,39.0,2018.0,0,0,0,1,0,0.0,41.874271066,-87.657499107
0.0,0.0,36.0,0,9.0,3.0,36,0,36.0,2018.0,0,0,0,1,0,0.0,42.004588767,-87.770472565
0.0,5.0,34.0,0,8.0,3.0,34,5,34.0,2018.0,1,0,0,0,0,0.0,41.994754903,-87.68733645799999
0.0,1.0,18.0,0,5.0,2.0,18,1,18.0,2018.0,1,0,0,0,0,0.0,41.894027676,-87.74918659999999
0.0,0.0,41.0,0,10.0,4.0,41,0,41.0,2018.0,1,0,0,0,0,0.0,41.751151039,-87.575969317
0.0,1.0,29.0,0,7.0,3.0,29,1,29.0,2018.0,0,0,0,0,1,0.0,41.749546435,-87.670693364
0.0,2.0,28.0,0,7.0,3.0,28,2,28.0,2018.0,0,1,0,0,0,0.0,41.853713661,-87.69833789399998
0.0,0.0,33.0,0,8.0,3.0,33,0,33.0,2018.0,0,0,0,1,0,0.0,41.87725848,-87.71222711200001
0.0,3.0,24.0,0,6.0,2.0,24,3,24.0,2018.0,0,0,0,0,1,0.0,41.803307986,-87.60423482899998
0.0,4.0,43.0,0,10.0,4.0,43,4,43.0,2018.0,0,1,0,0,0,0.0,41.791074686,-87.62185406399998
0.0,1.0,7.0,0,2.0,1.0,7,1,7.0,2018.0,1,0,0,0,0,0.0,41.895969005,-87.625484271
0.0,0.0,37.0,0,9.0,3.0,37,0,37.0,2018.0,0,0,0,1,0,0.0,41.780370536999996,-87.68611962
0.0,0.0,48.0,0,11.0,4.0,48,0,48.0,2018.0,1,0,0,0,0,0.0,41.697313943000005,-87.622053577
0.0,0.0,52.0,0,12.0,4.0,52,0,52.0,2018.0,0,0,0,0,0,1.0,41.869981095,-87.65831164299999
0.0,2.0,16.0,0,4.0,2.0,16,2,16.0,2018.0,0,1,0,0,0,0.0,41.799858243,-87.622596769
0.0,0.0,43.0,0,10.0,4.0,43,0,43.0,2018.0,1,0,0,0,0,0.0,41.777601657,-87.605867915
